,offer_id,time,reward,difficulty,duration,offer_type,web_channel,mobile_channel,social_channel,person_id,gender,age,became_member_on,income
41,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,a9a088afe7f54587bb28b723d403f476,F,69.0,02/25/2017,87000.0
42,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,d885cede482e4a03b42991c72c254265,F,29.0,03/18/2017,61000.0
43,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,ce00548e34ef41ec93e4fbbe6a05d05c,F,38.0,01/18/2017,58000.0
44,ae264e3637204a6fb9bb56bc8210ddfd,0,10,10,7,bogo,0,1,1,5725b27c56ce42bb86569bd965ab35eb,M,60.0,01/28/2017,92000.0
45,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,bb77ce209b4a4ca89349030aea4b949e,M,42.0,12/27/2016,97000.0
46,ae264e3637204a6fb9bb56bc8210ddfd,0,10,10,7,bogo,0,1,1,86b493a2b7554a11aedf51eca0c6b033,M,55.0,01/30/2016,72000.0
47,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,b1b28e36ca0d4c849f7a9204a9a78eff,M,72.0,10/17/2015,34000.0
48,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,2459a2c15aa6485786c095a1d5b39d18,F,54.0,11/07/2017,103000.0
49,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,917dee13d24f45548be30b7bb32ba50d,F,24.0,12/20/2017,68000.0
50,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,9d761dd3dffa40b584ea9e0030d7083e,M,64.0,10/08/2015,68000.0
51,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,b49c9836c2c84ebbb3a007739527ffc2,F,21.0,01/15/2018,42000.0
52,ae264e3637204a6fb9bb56bc8210ddfd,0,10,10,7,bogo,0,1,1,76244aaaebc54b67b4d0e236a58c6ff3,F,20.0,02/06/2017,35000.0
53,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,c8c7d3b6effd4f518878e42f7d5428a1,M,32.0,07/31/2015,59000.0
54,2906b810c7d4411798c6938adc9daaa5,0,2,10,7,discount,1,1,0,645bdee43b0f43899320fcb0b427084c,M,54.0,10/04/2017,83000.0
55,ae264e3637204a6fb9bb56bc8210ddfd,0,10,10,7,bogo,0,1,1,029e063479234fb1b6c8727c3d45de62,M,71.0,11/25/2017,93000.0
56,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,83d2641895054948946aa6e898b85632,M,55.0,12/08/2015,85000.0
57,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,a52af30da74d48c582ff6735cc3d41c0,F,83.0,01/04/2018,61000.0
58,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,f15a85e0d2f946cf8b1e6f8e99b1a72d,F,61.0,03/15/2018,113000.0
59,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,1b280e5d01d444ddba1b3871e0ac3bbe,M,42.0,09/14/2017,61000.0
60,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,e039a7776e2d4ebfbb5b240e3811c0a3,M,59.0,09/13/2017,73000.0
61,2906b810c7d4411798c6938adc9daaa5,0,2,10,7,discount,1,1,0,686337f3cd1d4f548af8dcf79b727954,F,58.0,02/04/2017,86000.0
62,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,0ac4cc504d9047d3aac00d5c8417f784,F,53.0,07/26/2017,87000.0
63,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,3c2f772174ea4c4fa501a2275a614876,M,45.0,09/17/2017,35000.0
64,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,b64b461c1e4547359eb09ad574ff6f5d,M,39.0,11/13/2015,60000.0
65,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,0206e1388c34454caba2b7fce3123943,M,39.0,06/04/2017,71000.0
66,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,dd2f15d3224349b3a54cbb4a91e89e0c,F,65.0,05/17/2016,66000.0
67,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,461f33f4bfad4209944e465e620039eb,M,57.0,07/01/2018,98000.0
68,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,257ea016615b44b9ba7caca046d0261a,F,35.0,09/20/2015,54000.0
69,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,1e8afbff73494145a26f9b5475dfc9f6,F,49.0,08/23/2016,100000.0
70,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,42047da7b4444c408754ec94d113ee5f,M,47.0,09/28/2017,46000.0
71,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,42f0d273d2914b0192bd37a37888df36,M,34.0,02/05/2017,48000.0
72,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,24ab1d9c55254e8eb9d263f3bf3d98fc,F,60.0,02/11/2017,52000.0
73,2906b810c7d4411798c6938adc9daaa5,0,2,10,7,discount,1,1,0,6200620f3420479c9a00f5481fa4f0a3,M,68.0,12/17/2016,71000.0
74,ae264e3637204a6fb9bb56bc8210ddfd,0,10,10,7,bogo,0,1,1,7c03888c7d2442c3bf00bdc22716e534,M,69.0,03/22/2016,32000.0
75,ae264e3637204a6fb9bb56bc8210ddfd,0,10,10,7,bogo,0,1,1,25d1e76f7c0b43579b0e5a07cc827bf5,F,74.0,10/11/2015,65000.0
76,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,787d7fac9488408b99bc4be662ae2655,F,48.0,09/03/2016,85000.0
77,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,5dda3558f4704bf9a5e46c115cf2f6b7,F,45.0,08/26/2015,50000.0
78,ae264e3637204a6fb9bb56bc8210ddfd,0,10,10,7,bogo,0,1,1,292117548f3e4adebb5b5f896e479f13,M,66.0,04/21/2018,46000.0
79,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,0f4a68826e204f45be2a1103dcc5b014,M,30.0,06/07/2017,59000.0
80,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,2cef524a7be341e0b51ff1a3b1228a78,F,88.0,09/03/2015,95000.0
81,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,020cd0f8047142e18a754303f9337d53,F,83.0,05/13/2018,67000.0
82,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,6654aee73c3b477da42ca1b585562e95,M,70.0,01/14/2016,53000.0
83,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,40bbc83401e74e71ace9e09af32c516e,M,49.0,10/15/2015,47000.0
84,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,3bfb10e9ca4f4e6292425d16c0c1cff3,,,,
85,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,95d6656ab3d74c309ba5cd64099aadfd,M,42.0,05/07/2018,54000.0
86,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,d212052a213842e7863821f278bc4bdf,M,62.0,02/25/2015,83000.0
87,2906b810c7d4411798c6938adc9daaa5,0,2,10,7,discount,1,1,0,4468048bdc5548238d2ee46de738eb39,F,55.0,08/04/2015,71000.0
88,2906b810c7d4411798c6938adc9daaa5,0,2,10,7,discount,1,1,0,41486bbaab7a49e2afc05d2b48d3b00f,M,44.0,08/21/2015,75000.0
89,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,05f4d69f73024172a23a350e611166b4,F,36.0,01/17/2018,47000.0
90,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,6c7eda4aff42485d8a6c4868c0739857,M,45.0,02/05/2017,69000.0
91,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,d162eae1102148a9883683a11f4f05f4,M,89.0,02/19/2018,80000.0
92,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,52eb99f0838e4d69b3a33cdfd899f5a6,F,53.0,09/14/2015,96000.0
93,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,7b53d7ddc0d64a929d216857837bdab6,F,70.0,12/29/2015,95000.0
94,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,a138d7637a054c37800609decf35c5c6,M,63.0,01/24/2018,96000.0
95,2906b810c7d4411798c6938adc9daaa5,0,2,10,7,discount,1,1,0,a05d5de8d4314ec19162578f67af3fee,F,62.0,02/04/2018,74000.0
96,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,33834c812b4e47e4955093ad03f6117a,M,73.0,06/26/2017,49000.0
97,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,c0231649f05d40889e3a6e1172303b37,O,39.0,09/13/2015,53000.0
98,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,3b84fac9ca1148bb96b133ced98f565a,F,30.0,05/16/2016,66000.0
99,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,dd2d770b5b9f41bd9382964971dde25e,F,61.0,05/12/2016,81000.0
100,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,329a9b32e7e0475cb2643125919c4d90,M,31.0,06/06/2016,46000.0
101,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,53426d80b1f7435284264b934478a750,F,72.0,11/06/2016,66000.0
102,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,5da599f0f0ca40a6916e28487a55e655,M,24.0,08/29/2015,60000.0
103,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,dffe25b1294f4166a72f73f57926214e,F,61.0,10/31/2017,77000.0
104,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,2bd89e48c6b44c2c8f4742c4188af542,M,55.0,06/06/2018,76000.0
105,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,4f822bd53d0d4af2b511355890d33c07,M,54.0,01/27/2016,92000.0
106,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,43005ea0767043898ec9ae15e0a64e33,F,73.0,02/14/2016,72000.0
107,ae264e3637204a6fb9bb56bc8210ddfd,0,10,10,7,bogo,0,1,1,d643a3df453d42f4a5790a1ffb15b488,F,56.0,05/06/2016,66000.0
108,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,e020fbd77c5445d6be1d8fba3dea9934,M,41.0,11/13/2015,52000.0
109,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,4d532ed0e6de4994a4eb3d04de0b3bc7,F,26.0,05/01/2018,64000.0
110,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,1a39a01830e44e4aaa9aa037c23b4bcc,M,19.0,01/24/2015,71000.0
111,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,869877ca821a4a0c8398e47cdc4b4312,F,55.0,12/07/2017,71000.0
112,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,9d1a80ee80274a7b843e92e17208c99b,F,29.0,07/26/2016,32000.0
113,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,8c14daeddfbe41c4bc574cfc6acdf2ff,M,60.0,09/21/2017,40000.0
114,2906b810c7d4411798c6938adc9daaa5,0,2,10,7,discount,1,1,0,4e755b41845349b4bc3c2ae60902ee13,F,76.0,10/27/2016,66000.0
115,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,e88b9aaa938c446289fb909cffeaa255,F,76.0,08/06/2015,114000.0
116,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,b4fab356e0a94cd3912b53c475573909,F,49.0,10/06/2016,56000.0
117,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,37f7b59a483e4201bf5fc0d99978622f,F,59.0,08/29/2015,55000.0
118,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,9643b1f0557945f2940b96743fd128e4,F,86.0,11/05/2017,70000.0
119,2906b810c7d4411798c6938adc9daaa5,0,2,10,7,discount,1,1,0,aa8159bbe9134ccfb6d7807714c8ea19,M,78.0,03/19/2018,52000.0
120,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,53879247fce049dd9e8d55da657fe9a1,M,74.0,12/20/2016,70000.0
121,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,872683bcd7534cebbed03becb39014d9,F,46.0,08/27/2014,96000.0
122,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,27e9b15f6003425495278e6aa2ea2366,M,41.0,11/21/2015,64000.0
123,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,2e6f1b4a2bea4207bcfbcee2b6efcdbc,F,53.0,02/20/2017,73000.0
124,2906b810c7d4411798c6938adc9daaa5,0,2,10,7,discount,1,1,0,0975267d50f7470da79d18591352e13d,F,53.0,12/07/2017,62000.0
125,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,a6c6bc7bbbaa46f4a7c36d036cf537b2,F,64.0,01/17/2018,76000.0
126,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,aea3357bef1c44a180ae8e217df12fa0,M,57.0,09/30/2016,30000.0
127,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,f8e1a46daab849268feecf21ba67ae50,M,58.0,04/02/2016,79000.0
128,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,80bc3a67e3ff43c491da0f3cd28bc3fa,F,57.0,03/13/2016,60000.0
129,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,25a6a84ea8f74fcaac3768c839b1a8a6,F,58.0,01/29/2016,76000.0
130,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,91076437219d41eeab0035d1e1419925,M,63.0,03/24/2016,116000.0
131,ae264e3637204a6fb9bb56bc8210ddfd,0,10,10,7,bogo,0,1,1,a8fcc392843343428db13c0814f7d5b3,F,89.0,11/26/2015,87000.0
132,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,11edb6a7da284f19a8a1da5e7c0c9652,M,41.0,08/31/2017,94000.0
133,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,b34eb5a525e5497897275dcd8b5e7ff2,M,57.0,01/09/2016,64000.0
134,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,ed84d24d38fd43feab88ed5c6a489124,F,51.0,08/19/2016,118000.0
135,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,3d073e2d43f04815a4c84e53b36e3a5c,F,20.0,04/13/2017,47000.0
136,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,9096694eb31b4b9fb9c12fa9c626d028,M,37.0,04/01/2016,45000.0
137,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,1f99f39237164b17a8b6848f4ce881c3,M,49.0,11/21/2016,47000.0
138,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,906e0eeff3bc43d79e3686adf7232594,M,94.0,06/18/2016,117000.0
139,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,bf5783772fee4f2ab126f07bf3be80f1,F,29.0,10/21/2016,60000.0
140,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,81d8b9eb710c49f6ada2ae0af9fa9be1,F,49.0,05/31/2016,91000.0
141,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,7c6e3fb8f20a444b949c6d94ace44f02,M,55.0,12/21/2016,73000.0
142,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,5,20,10,discount,1,0,0,89471970d2fc4f5ebe1712424467d0b5,F,56.0,03/20/2017,103000.0
143,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,5,20,10,discount,1,0,0,2170ec957f354a51a6e41ecd1a9a8f36,F,40.0,04/01/2016,72000.0
144,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,12adf13711144814b9dabf37838edb47,M,58.0,07/20/2017,104000.0
145,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,5,20,10,discount,1,0,0,5d3f09e7ccb5466d875925d63db35f72,M,77.0,01/27/2016,84000.0
146,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,a87dd5ea878444f08ab557b145c5377c,M,27.0,07/09/2017,62000.0
147,2906b810c7d4411798c6938adc9daaa5,0,2,10,7,discount,1,1,0,c5aefbc176c24b2d892c19155a5df84a,F,91.0,12/17/2016,39000.0
148,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,640052628384401ea425fba9441a8d2f,M,57.0,06/28/2016,72000.0
149,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,d0dac503d6f3416aa15c388ce2aff530,F,62.0,01/26/2016,98000.0
150,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,2520c1ca400d43f4bf52ed6f482a6a75,F,39.0,10/09/2015,99000.0
151,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,864162f4e89942f6a1391ac5f2142fc3,F,47.0,07/30/2017,70000.0
152,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,eadded7715674f5baf27721e68c930e6,F,54.0,05/07/2017,86000.0
153,f19421c1d4aa40978ebb69ca19b0e20d,0,5,5,5,bogo,1,1,1,3afdcadc6c364dbd93a68d29b6abbcb8,,,,
154,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,5,20,10,discount,1,0,0,b9dd94b4eeac44c2b7e3127256772052,F,83.0,01/05/2018,99000.0
155,ae264e3637204a6fb9bb56bc8210ddfd,0,10,10,7,bogo,0,1,1,2bd1b8cdd34f4e6d99c1d243cb7b1707,M,91.0,04/18/2014,58000.0
156,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,0ff55591a7c54f74b0c125c9ba18590d,M,63.0,12/13/2016,50000.0
157,4d5c57ea9a6940dd891ad53e9dbe8da0,0,10,10,5,bogo,1,1,1,c9f8fc7c8a614ca7af15206f59f99cb2,F,53.0,08/29/2017,69000.0
158,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,5,5,7,bogo,1,1,0,f2b8206c03384a19819420abd6c80680,F,52.0,05/05/2017,34000.0
159,2906b810c7d4411798c6938adc9daaa5,0,2,10,7,discount,1,1,0,2fb4578848f34ce4b779cdf4e7baa732,M,51.0,12/16/2015,81000.0
160,ae264e3637204a6fb9bb56bc8210ddfd,0,10,10,7,bogo,0,1,1,8692060470dd472385a617029e19fc91,F,80.0,11/16/2015,98000.0
161,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,1512f8872f5443d69b4416bbf672dcb9,M,45.0,11/23/2017,58000.0
162,fafdcd668e3743c1bb461111dcafc2a4,0,2,10,10,discount,1,1,1,1997b4c538804d42bac6d58c32ec26b4,M,57.0,01/11/2017,86000.0
163,2298d6c36e964ae4a3e7e9706d1fb8c2,0,3,7,7,discount,1,1,1,401b7219cb274c57ae4d07232f029e0f,F,96.0,11/11/2017,87000.0
